sid,proj_id,run_id,samp_id,strat,tech,body_subsite,subject_id,body_site,body_subsite_int,body_site_int,nreads,nreads_unmapped,primer,n_otus
SRR043998.SRS051437,SRP002395,SRR043998,SRS051437,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241811,Oral,2,2,5120,1748,V13/V35,49
SRR043765.SRS055461,SRP002395,SRR043765,SRS055461,METAGENOMIC ,AMPLICON,Subgingival plaque,241727,Oral,7,2,8313,4486,V13/V35,96
SRR044706.SRS015827,SRP002395,SRR044706,SRS015827,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241763,Oral,2,2,53501,34582,V13/V35,94
SRR048861.SRS063746,SRP002395,SRR048861,SRS063746,METAGENOMIC ,AMPLICON,Throat,241724,Oral,9,2,9896,4973,V13/V35,120
SRR048305.SRS021571,SRP002395,SRR048305,SRS021571,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241843,Skin,14,3,16183,2419,V13/V35,48
SRR328829.SRS063472,SRP002860,SRR328829,SRS063472,METAGENOMIC ,AMPLICON,Buccal mucosa,257126,Oral,3,2,10751,7545,V13/V35,102
SRR044164.SRS015631,SRP002395,SRR044164,SRS015631,METAGENOMIC ,AMPLICON,Throat,241784,Oral,9,2,12393,5720,V13/V35,86
SRR046062.SRS014138,SRP002395,SRR046062,SRS014138,METAGENOMIC ,AMPLICON,Tongue dorsum,241736,Oral,10,2,2704,925,V13/V35,60
SRR044356.SRS016319,SRP002395,SRR044356,SRS016319,METAGENOMIC ,AMPLICON,Tongue dorsum,241813,Oral,10,2,5799,3126,V13/V35,71
SRR091409.SRS100304,SRP002860,SRR091409,SRS100304,METAGENOMIC ,AMPLICON,Supragingival plaque,241785,Oral,8,2,9788,4864,V3-V5,80
SRR041413.SRS016551,SRP002395,SRR041413,SRS016551,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241831,Skin,13,3,12685,4421,V3-V5,50
SRR172491.SRS104126,SRP002860,SRR172491,SRS104126,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241779,Skin,12,3,2469,1301,V13/V35,22
SRR170367.SRS149909,SRP002860,SRR170367,SRS149909,METAGENOMIC ,AMPLICON,Saliva,241868,Oral,6,2,5852,2393,V13/V35,72
SRR133506.SRS024476,SRP002860,SRR133506,SRS024476,METAGENOMIC ,AMPLICON,Throat,241794,Oral,9,2,7805,4879,V1-V3,122
SRR041483.SRS016767,SRP002395,SRR041483,SRS016767,METAGENOMIC ,AMPLICON,Hard palate,241715,Oral,4,2,5358,3607,V3-V5,71
SRR048547.SRS054112,SRP002395,SRR048547,SRS054112,METAGENOMIC ,AMPLICON,Hard palate,241826,Oral,4,2,5645,2831,V13/V35,97
SRR048514.SRS042680,SRP002395,SRR048514,SRS042680,METAGENOMIC ,AMPLICON,Subgingival plaque,241765,Oral,7,2,8528,4277,V13/V35,131
SRR044932.SRS011547,SRP002395,SRR044932,SRS011547,METAGENOMIC ,AMPLICON,Subgingival plaque,241837,Oral,7,2,6618,3580,V13/V35,97
SRR041369.SRS018370,SRP002395,SRR041369,SRS018370,METAGENOMIC ,AMPLICON,Stool,241797,Gastrointestinal tract,1,1,6975,5048,V3-V5,59
SRR044360.SRS019267,SRP002395,SRR044360,SRS019267,METAGENOMIC ,AMPLICON,Stool,241800,Gastrointestinal tract,1,1,7118,5419,V13/V35,38
SRR048850.SRS064335,SRP002395,SRR048850,SRS064335,METAGENOMIC ,AMPLICON,Stool,268865,Gastrointestinal tract,1,1,10930,6417,V13/V35,58
SRR171888.SRS076957,SRP002860,SRR171888,SRS076957,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241701,Oral,2,2,10478,4508,V13/V35,43
SRR047208.SRS054390,SRP002395,SRR047208,SRS054390,METAGENOMIC ,AMPLICON,Hard palate,241874,Oral,4,2,11922,5081,V13/V35,85
SRR047328.SRS055363,SRP002395,SRR047328,SRS055363,METAGENOMIC ,AMPLICON,Palatine Tonsils,241729,Oral,5,2,18146,9950,V13/V35,112
SRR048513.SRS045891,SRP002395,SRR048513,SRS045891,METAGENOMIC ,AMPLICON,Palatine Tonsils,241765,Oral,5,2,8782,3158,V13/V35,118
SRR192077.SRS020267,SRP002860,SRR192077,SRS020267,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241798,Skin,13,3,8614,4859,V1-V3,65
SRR170073.SRS098857,SRP002860,SRR170073,SRS098857,METAGENOMIC ,AMPLICON,Palatine Tonsils,241761,Oral,5,2,7926,4581,V13/V35,73
SRR048609.SRS046164,SRP002395,SRR048609,SRS046164,METAGENOMIC ,AMPLICON,Anterior nares,241715,Airways,0,0,5912,3959,V13/V35,64
SRR192055.SRS077898,SRP002860,SRR192055,SRS077898,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241748,Skin,14,3,8242,5030,V1-V3,22
SRR040902.SRS023742,SRP002395,SRR040902,SRS023742,METAGENOMIC ,AMPLICON,Saliva,241773,Oral,6,2,2811,1496,V3-V5,90
SRR045008.SRS011647,SRP002395,SRR045008,SRS011647,METAGENOMIC ,AMPLICON,Vaginal introitus,241795,Urogenital tract,17,4,4924,1352,V13/V35,17
SRR043996.SRS043325,SRP002395,SRR043996,SRS043325,METAGENOMIC ,AMPLICON,Palatine Tonsils,241811,Oral,5,2,5946,1931,V13/V35,111
SRR171224.SRS077578,SRP002860,SRR171224,SRS077578,METAGENOMIC ,AMPLICON,Throat,241741,Oral,9,2,6014,2702,V13/V35,82
SRR043637.SRS014424,SRP002395,SRR043637,SRS014424,METAGENOMIC ,AMPLICON,Subgingival plaque,241812,Oral,7,2,10113,4757,V13/V35,114
SRR047555.SRS014653,SRP002395,SRR047555,SRS014653,METAGENOMIC ,AMPLICON,Hard palate,241720,Oral,4,2,10036,6320,V13/V35,110
SRR201832.SRS075382,SRP002860,SRR201832,SRS075382,METAGENOMIC ,AMPLICON,Throat,241711,Oral,9,2,2190,1046,V1-V3,81
SRR350309.SRS148013,SRP002860,SRR350309,SRS148013,METAGENOMIC ,AMPLICON,Throat,241856,Oral,9,2,2031,693,V13/V35,69
SRR044174.SRS015736,SRP002395,SRR044174,SRS015736,METAGENOMIC ,AMPLICON,Vaginal introitus,241756,Urogenital tract,17,4,9038,6976,V13/V35,31
SRR046491.SRS045280,SRP002395,SRR046491,SRS045280,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241685,Skin,14,3,9562,5531,V13/V35,18
SRR048876.SRS051295,SRP002395,SRR048876,SRS051295,METAGENOMIC ,AMPLICON,Throat,241765,Oral,9,2,40589,21473,V13/V35,180
SRR048091.SRS021563,SRP002395,SRR048091,SRS021563,METAGENOMIC ,AMPLICON,Throat,241843,Oral,9,2,6276,3707,V13/V35,77
SRR046988.SRS062681,SRP002395,SRR046988,SRS062681,METAGENOMIC ,AMPLICON,Palatine Tonsils,257130,Oral,5,2,10143,5550,V13/V35,82
SRR044327.SRS016333,SRP002395,SRR044327,SRS016333,METAGENOMIC ,AMPLICON,Subgingival plaque,241813,Oral,7,2,6527,3148,V13/V35,119
SRR049415.SRS048224,SRP002395,SRR049415,SRS048224,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241886,Skin,13,3,4211,1068,V13/V35,29
SRR041570.SRS023934,SRP002395,SRR041570,SRS023934,METAGENOMIC ,AMPLICON,Palatine Tonsils,241725,Oral,5,2,6405,2788,V3-V5,89
SRR047812.SRS022940,SRP002395,SRR047812,SRS022940,METAGENOMIC ,AMPLICON,Buccal mucosa,241781,Oral,3,2,9340,6893,V13/V35,103
SRR047263.SRS045460,SRP002395,SRR047263,SRS045460,METAGENOMIC ,AMPLICON,Subgingival plaque,241860,Oral,7,2,12122,5736,V13/V35,86
SRR045166.SRS011450,SRP002395,SRR045166,SRS011450,METAGENOMIC ,AMPLICON,Posterior fornix,241702,Urogenital tract,16,4,11337,8299,V13/V35,47
SRR170039.SRS077304,SRP002860,SRR170039,SRS077304,METAGENOMIC ,AMPLICON,Buccal mucosa,241815,Oral,3,2,9188,6501,V13/V35,81
SRR172910.SRS144627,SRP002860,SRR172910,SRS144627,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241871,Skin,14,3,18688,3447,V13/V35,33
SRR046803.SRS047625,SRP002395,SRR046803,SRS047625,METAGENOMIC ,AMPLICON,Hard palate,241859,Oral,4,2,7736,3969,V13/V35,59
SRR172393.SRS144676,SRP002860,SRR172393,SRS144676,METAGENOMIC ,AMPLICON,Throat,241779,Oral,9,2,6569,3143,V13/V35,95
SRR091593.SRS103618,SRP002860,SRR091593,SRS103618,METAGENOMIC ,AMPLICON,Subgingival plaque,257129,Oral,7,2,4062,1895,V3-V5,64
SRR135565.SRS018155,SRP002860,SRR135565,SRS018155,METAGENOMIC ,AMPLICON,Throat,241828,Oral,9,2,4050,2226,V1-V3,93
SRR091292.SRS075111,SRP002860,SRR091292,SRS075111,METAGENOMIC ,AMPLICON,Hard palate,241797,Oral,4,2,4316,1343,V3-V5,86
SRR047007.SRS047983,SRP002395,SRR047007,SRS047983,METAGENOMIC ,AMPLICON,Supragingival plaque,241855,Oral,8,2,9715,4273,V13/V35,96
SRR048570.SRS051984,SRP002395,SRR048570,SRS051984,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241721,Skin,12,3,9160,3149,V13/V35,89
SRR170385.SRS149254,SRP002860,SRR170385,SRS149254,METAGENOMIC ,AMPLICON,Buccal mucosa,257132,Oral,3,2,6813,4016,V13/V35,85
SRR047042.SRS063859,SRP002395,SRR047042,SRS063859,METAGENOMIC ,AMPLICON,Supragingival plaque,241876,Oral,8,2,9874,5637,V13/V35,103
SRR172991.SRS146910,SRP002860,SRR172991,SRS146910,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241832,Skin,12,3,7810,2635,V13/V35,109
SRR041448.SRS016549,SRP002395,SRR041448,SRS016549,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241831,Skin,11,3,4180,1899,V3-V5,30
SRR089964.SRS078522,SRP002860,SRR089964,SRS078522,METAGENOMIC ,AMPLICON,Supragingival plaque,241713,Oral,8,2,6164,2891,V3-V5,92
SRR049543.SRS046739,SRP002395,SRR049543,SRS046739,METAGENOMIC ,AMPLICON,Supragingival plaque,241869,Oral,8,2,15365,8472,V13/V35,60
SRR046406.SRS045877,SRP002395,SRR046406,SRS045877,METAGENOMIC ,AMPLICON,Stool,241787,Gastrointestinal tract,1,1,14341,11843,V13/V35,54
SRR041157.SRS024165,SRP002395,SRR041157,SRS024165,METAGENOMIC ,AMPLICON,Hard palate,241676,Oral,4,2,4017,2217,V3-V5,76
SRR049417.SRS062544,SRP002395,SRR049417,SRS062544,METAGENOMIC ,AMPLICON,Tongue dorsum,241825,Oral,10,2,5723,4202,V13/V35,58
SRR089850.SRS075380,SRP002860,SRR089850,SRS075380,METAGENOMIC ,AMPLICON,Palatine Tonsils,241711,Oral,5,2,4048,1882,V3-V5,85
SRR171088.SRS149260,SRP002860,SRR171088,SRS149260,METAGENOMIC ,AMPLICON,Throat,257132,Oral,9,2,11421,4551,V13/V35,93
SRR045131.SRS011675,SRP002395,SRR045131,SRS011675,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241764,Skin,14,3,7605,2113,V13/V35,24
SRR049552.SRS063675,SRP002395,SRR049552,SRS063675,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241825,Skin,11,3,9051,6643,V13/V35,41
SRR041606.SRS013638,SRP002395,SRR041606,SRS013638,METAGENOMIC ,AMPLICON,Stool,241672,Gastrointestinal tract,1,1,6030,2637,V3-V5,65
SRR171086.SRS148708,SRP002860,SRR171086,SRS148708,METAGENOMIC ,AMPLICON,Supragingival plaque,257121,Oral,8,2,13479,6621,V13/V35,118
SRR172431.SRS077316,SRP002860,SRR172431,SRS077316,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241815,Skin,14,3,6936,4346,V13/V35,19
SRR091596.SRS074613,SRP002860,SRR091596,SRS074613,METAGENOMIC ,AMPLICON,Saliva,241783,Oral,6,2,2808,1400,V3-V5,84
SRR192070.SRS017041,SRP002860,SRR192070,SRS017041,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241746,Skin,13,3,23658,17819,V1-V3,15
SRR046024.SRS018698,SRP002395,SRR046024,SRS018698,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241723,Skin,12,3,10521,8073,V13/V35,19
SRR166977.SRS099357,SRP002860,SRR166977,SRS099357,METAGENOMIC ,AMPLICON,Anterior nares,241731,Airways,0,0,11266,7075,V13/V35,38
SRR133512.SRS148847,SRP002860,SRR133512,SRS148847,METAGENOMIC ,AMPLICON,Buccal mucosa,257111,Oral,3,2,3005,1201,V3-V5,24
SRR047663.SRS049428,SRP002395,SRR047663,SRS049428,METAGENOMIC ,AMPLICON,Stool,241808,Gastrointestinal tract,1,1,13390,7527,V13/V35,68
SRR041390.SRS021970,SRP002395,SRR041390,SRS021970,METAGENOMIC ,AMPLICON,Stool,241747,Gastrointestinal tract,1,1,19907,14996,V3-V5,89
SRR136536.SRS022115,SRP002860,SRR136536,SRS022115,METAGENOMIC ,AMPLICON,Throat,241803,Oral,9,2,9992,4418,V1-V3,97
SRR045533.SRS014444,SRP002395,SRR045533,SRS014444,METAGENOMIC ,AMPLICON,Vaginal introitus,241812,Urogenital tract,17,4,7238,1117,V13/V35,25
SRR048384.SRS022510,SRP002395,SRR048384,SRS022510,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241810,Skin,14,3,5143,2548,V13/V35,54
SRR049419.SRS064327,SRP002395,SRR049419,SRS064327,METAGENOMIC ,AMPLICON,Hard palate,241682,Oral,4,2,6703,5542,V13/V35,61
SRR044783.SRS011520,SRP002395,SRR044783,SRS011520,METAGENOMIC ,AMPLICON,Subgingival plaque,241702,Oral,7,2,6896,3516,V13/V35,139
SRR048662.SRS049323,SRP002395,SRR048662,SRS049323,METAGENOMIC ,AMPLICON,Subgingival plaque,241847,Oral,7,2,17448,10063,V13/V35,99
SRR049508.SRS051384,SRP002395,SRR049508,SRS051384,METAGENOMIC ,AMPLICON,Posterior fornix,241856,Urogenital tract,16,4,58088,5282,V13/V35,30
SRR041480.SRS016418,SRP002395,SRR041480,SRS016418,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241749,Oral,2,2,5882,4676,V3-V5,31
SRR171831.SRS105149,SRP002860,SRR171831,SRS105149,METAGENOMIC ,AMPLICON,Supragingival plaque,241771,Oral,8,2,7583,6576,V13/V35,70
SRR091305.SRS076793,SRP002860,SRR091305,SRS076793,METAGENOMIC ,AMPLICON,Buccal mucosa,257129,Oral,3,2,6462,1888,V3-V5,63
SRR047874.SRS023422,SRP002395,SRR047874,SRS023422,METAGENOMIC ,AMPLICON,Stool,241766,Gastrointestinal tract,1,1,3654,973,V13/V35,28
SRR170111.SRS104674,SRP002860,SRR170111,SRS104674,METAGENOMIC ,AMPLICON,Saliva,241848,Oral,6,2,3285,1183,V13/V35,93
SRR041569.SRS022131,SRP002395,SRR041569,SRS022131,METAGENOMIC ,AMPLICON,Vaginal introitus,241803,Urogenital tract,17,4,4496,672,V3-V5,19
SRR044968.SRS011624,SRP002395,SRR044968,SRS011624,METAGENOMIC ,AMPLICON,Tongue dorsum,241795,Oral,10,2,6003,3407,V13/V35,87
SRR040587.SRS017653,SRP002395,SRR040587,SRS017653,METAGENOMIC ,AMPLICON,Tongue dorsum,241775,Oral,10,2,5320,2122,V3-V5,110
SRR091446.SRS075896,SRP002860,SRR091446,SRS075896,METAGENOMIC ,AMPLICON,Buccal mucosa,257125,Oral,3,2,9078,5594,V3-V5,59
SRR172488.SRS143768,SRP002860,SRR172488,SRS143768,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241696,Skin,11,3,5418,3176,V13/V35,58
SRR331412.SRS097895,SRP002860,SRR331412,SRS097895,METAGENOMIC ,AMPLICON,Tongue dorsum,241696,Oral,10,2,3553,1847,V13/V35,63
SRR044908.SRS011682,SRP002395,SRR044908,SRS011682,METAGENOMIC ,AMPLICON,Vaginal introitus,241764,Urogenital tract,17,4,5652,2545,V13/V35,14
SRR047773.SRS023011,SRP002395,SRR047773,SRS023011,METAGENOMIC ,AMPLICON,Supragingival plaque,241700,Oral,8,2,5572,2130,V13/V35,117
SRR048715.SRS057208,SRP002395,SRR048715,SRS057208,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241672,Skin,11,3,6849,4640,V13/V35,96
SRR170179.SRS147412,SRP002860,SRR170179,SRS147412,METAGENOMIC ,AMPLICON,Supragingival plaque,257115,Oral,8,2,10139,5094,V13/V35,148
SRR043643.SRS047219,SRP002395,SRR043643,SRS047219,METAGENOMIC ,AMPLICON,Tongue dorsum,241825,Oral,10,2,11214,5715,V13/V35,75
SRR045156.SRS011421,SRP002395,SRR045156,SRS011421,METAGENOMIC ,AMPLICON,Hard palate,241709,Oral,4,2,12411,9051,V13/V35,110
SRR328507.SRS064615,SRP002860,SRR328507,SRS064615,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241865,Skin,14,3,6631,4014,V13/V35,103
SRR047456.SRS015452,SRP002395,SRR047456,SRS015452,METAGENOMIC ,AMPLICON,Stool,241743,Gastrointestinal tract,1,1,30684,19771,V13/V35,91
SRR046298.SRS055853,SRP002395,SRR046298,SRS055853,METAGENOMIC ,AMPLICON,Supragingival plaque,241736,Oral,8,2,8948,2679,V13/V35,78
SRR172578.SRS143604,SRP002860,SRR172578,SRS143604,METAGENOMIC ,AMPLICON,Tongue dorsum,241892,Oral,10,2,8822,4945,V13/V35,86
SRR047843.SRS023085,SRP002395,SRR047843,SRS023085,METAGENOMIC ,AMPLICON,Vaginal introitus,241789,Urogenital tract,17,4,4160,1100,V13/V35,36
SRR047009.SRS054065,SRP002395,SRR047009,SRS054065,METAGENOMIC ,AMPLICON,Tongue dorsum,241857,Oral,10,2,9284,4982,V13/V35,68
SRR045466.SRS011609,SRP002395,SRR045466,SRS011609,METAGENOMIC ,AMPLICON,Left Antecubital fossa,241783,Skin,11,3,5058,3733,V13/V35,41
SRR043605.SRS014675,SRP002395,SRR043605,SRS014675,METAGENOMIC ,AMPLICON,Supragingival plaque,241720,Oral,8,2,9417,5046,V13/V35,68
SRR048389.SRS023877,SRP002395,SRR048389,SRS023877,METAGENOMIC ,AMPLICON,Subgingival plaque,241755,Oral,7,2,6365,3427,V13/V35,88
SRR172021.SRS143860,SRP002860,SRR172021,SRS143860,METAGENOMIC ,AMPLICON,Throat,241885,Oral,9,2,5159,3107,V13/V35,85
SRR171140.SRS144030,SRP002860,SRR171140,SRS144030,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241741,Skin,12,3,11617,9802,V13/V35,33
SRR329033.SRS062975,SRP002860,SRR329033,SRS062975,METAGENOMIC ,AMPLICON,Left Retroauricular crease,257121,Skin,12,3,5242,2660,V13/V35,39
SRR046932.SRS045467,SRP002395,SRR046932,SRS045467,METAGENOMIC ,AMPLICON,Supragingival plaque,241857,Oral,8,2,6688,2908,V13/V35,134
SRR192149.SRS013732,SRP002860,SRR192149,SRS013732,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241725,Skin,14,3,18986,13297,V1-V3,124
SRR040954.SRS013201,SRP002395,SRR040954,SRS013201,METAGENOMIC ,AMPLICON,Supragingival plaque,241704,Oral,8,2,6870,4029,V3-V5,117
SRR047763.SRS021641,SRP002395,SRR047763,SRS021641,METAGENOMIC ,AMPLICON,Mid vagina,241668,Urogenital tract,15,4,4689,910,V13/V35,11
SRR091077.SRS103505,SRP002860,SRR091077,SRS103505,METAGENOMIC ,AMPLICON,Subgingival plaque,268873,Oral,7,2,6009,3279,V3-V5,80
SRR046538.SRS062851,SRP002395,SRR046538,SRS062851,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241756,Oral,2,2,9758,7603,V13/V35,87
SRR045950.SRS019296,SRP002395,SRR045950,SRS019296,METAGENOMIC ,AMPLICON,Buccal mucosa,241848,Oral,3,2,8136,5790,V13/V35,86
SRR049843.SRS015350,SRP002395,SRR049843,SRS015350,METAGENOMIC ,AMPLICON,Saliva,241811,Oral,6,2,7922,3690,V13/V35,141
SRR045065.SRS011600,SRP002395,SRR045065,SRS011600,METAGENOMIC ,AMPLICON,Throat,241783,Oral,9,2,9658,4936,V13/V35,98
SRR328973.SRS062975,SRP002860,SRR328973,SRS062975,METAGENOMIC ,AMPLICON,Left Retroauricular crease,257121,Skin,12,3,11372,4505,V13/V35,145
SRR166907.SRS063870,SRP002860,SRR166907,SRS063870,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241875,Skin,13,3,3692,2267,V13/V35,25
SRR044065.SRS015958,SRP002395,SRR044065,SRS015958,METAGENOMIC ,AMPLICON,Anterior nares,241769,Airways,0,0,11560,6541,V13/V35,36
SRR044739.SRS015460,SRP002395,SRR044739,SRS015460,METAGENOMIC ,AMPLICON,Hard palate,241743,Oral,4,2,21094,10916,V13/V35,160
SRR045825.SRS018964,SRP002395,SRR045825,SRS018964,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241737,Skin,13,3,6636,4934,V13/V35,42
SRR044035.SRS051437,SRP002395,SRR044035,SRS051437,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241811,Oral,2,2,5733,3255,V13/V35,47
SRR040589.SRS021982,SRP002395,SRR040589,SRS021982,METAGENOMIC ,AMPLICON,Tongue dorsum,241747,Oral,10,2,7614,3813,V3-V5,73
SRR170576.SRS098620,SRP002860,SRR170576,SRS098620,METAGENOMIC ,AMPLICON,Palatine Tonsils,241756,Oral,5,2,10661,5272,V13/V35,107
SRR047233.SRS049972,SRP002395,SRR047233,SRS049972,METAGENOMIC ,AMPLICON,Tongue dorsum,241887,Oral,10,2,18160,10075,V13/V35,84
SRR091082.SRS075374,SRP002860,SRR091082,SRS075374,METAGENOMIC ,AMPLICON,Hard palate,241711,Oral,4,2,2347,1140,V3-V5,77
SRR045509.SRS057450,SRP002395,SRR045509,SRS057450,METAGENOMIC ,AMPLICON,Subgingival plaque,241825,Oral,7,2,7678,2929,V13/V35,76
SRR170336.SRS146867,SRP002860,SRR170336,SRS146867,METAGENOMIC ,AMPLICON,Supragingival plaque,257130,Oral,8,2,7406,3851,V13/V35,82
SRR047614.SRS044813,SRP002395,SRR047614,SRS044813,METAGENOMIC ,AMPLICON,Hard palate,241864,Oral,4,2,12757,6385,V13/V35,100
SRR043659.SRS014837,SRP002395,SRR043659,SRS014837,METAGENOMIC ,AMPLICON,Mid vagina,241793,Urogenital tract,15,4,7372,5765,V13/V35,12
SRR044137.SRS015514,SRP002395,SRR044137,SRS015514,METAGENOMIC ,AMPLICON,Tongue dorsum,241707,Oral,10,2,9573,4035,V13/V35,79
SRR328831.SRS056058,SRP002860,SRR328831,SRS056058,METAGENOMIC ,AMPLICON,Throat,241813,Oral,9,2,5402,3933,V13/V35,62
SRR049464.SRS043392,SRP002395,SRR049464,SRS043392,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241880,Oral,2,2,10767,7527,V13/V35,73
SRR046224.SRS019685,SRP002395,SRR046224,SRS019685,METAGENOMIC ,AMPLICON,Stool,241791,Gastrointestinal tract,1,1,10538,4576,V13/V35,81
SRR044465.SRS016305,SRP002395,SRR044465,SRS016305,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241813,Skin,12,3,7966,1903,V13/V35,26
SRR047821.SRS022952,SRP002395,SRR047821,SRS022952,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241781,Skin,12,3,8114,4404,V13/V35,49
SRR090806.SRS102840,SRP002860,SRR090806,SRS102840,METAGENOMIC ,AMPLICON,Supragingival plaque,241691,Oral,8,2,6767,3690,V3-V5,99
SRR044547.SRS015950,SRP002395,SRR044547,SRS015950,METAGENOMIC ,AMPLICON,Left Retroauricular crease,241769,Skin,12,3,14048,7497,V13/V35,28
SRR192090.SRS147050,SRP002860,SRR192090,SRS147050,METAGENOMIC ,AMPLICON,Buccal mucosa,268875,Oral,3,2,3713,2592,V13/V35,46
SRR189732.SRS077784,SRP002860,SRR189732,SRS077784,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241831,Skin,13,3,9925,6348,V1-V3,27
SRR171047.SRS149800,SRP002860,SRR171047,SRS149800,METAGENOMIC ,AMPLICON,Throat,241881,Oral,9,2,9131,4102,V13/V35,95
SRR045025.SRS011512,SRP002395,SRR045025,SRS011512,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241702,Oral,2,2,7367,4486,V13/V35,48
SRR041389.SRS013681,SRP002395,SRR041389,SRS013681,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241676,Skin,13,3,5342,3067,V3-V5,39
SRR046834.SRS064920,SRP002395,SRR046834,SRS064920,METAGENOMIC ,AMPLICON,Palatine Tonsils,241825,Oral,5,2,10891,6544,V13/V35,99
SRR170963.SRS146792,SRP002860,SRR170963,SRS146792,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,257108,Oral,2,2,6207,3417,V13/V35,100
SRR046900.SRS062662,SRP002395,SRR046900,SRS062662,METAGENOMIC ,AMPLICON,Buccal mucosa,241756,Oral,3,2,12552,7105,V13/V35,82
SRR047485.SRS011452,SRP002395,SRR047485,SRS011452,METAGENOMIC ,AMPLICON,Stool,241760,Gastrointestinal tract,1,1,8948,4304,V13/V35,41
SRR049360.SRS056304,SRP002395,SRR049360,SRS056304,METAGENOMIC ,AMPLICON,Palatine Tonsils,241852,Oral,5,2,6264,2337,V13/V35,81
SRR048573.SRS058714,SRP002395,SRR048573,SRS058714,METAGENOMIC ,AMPLICON,Posterior fornix,241721,Urogenital tract,16,4,8248,1831,V13/V35,12
SRR049606.SRS051600,SRP002395,SRR049606,SRS051600,METAGENOMIC ,AMPLICON,Anterior nares,241758,Airways,0,0,7925,3773,V13/V35,60
SRR170570.SRS076957,SRP002860,SRR170570,SRS076957,METAGENOMIC ,AMPLICON,Attached/Keratinized gingiva,241701,Oral,2,2,9886,4165,V13/V35,53
SRR172451.SRS147622,SRP002860,SRR172451,SRS147622,METAGENOMIC ,AMPLICON,Right Antecubital fossa,241889,Skin,13,3,6706,4938,V13/V35,66
SRR091456.SRS076743,SRP002860,SRR091456,SRS076743,METAGENOMIC ,AMPLICON,Throat,257111,Oral,9,2,7459,3323,V3-V5,82
SRR041387.SRS016412,SRP002395,SRR041387,SRS016412,METAGENOMIC ,AMPLICON,Tongue dorsum,241749,Oral,10,2,6011,3751,V3-V5,73
SRR048057.SRS021643,SRP002395,SRR048057,SRS021643,METAGENOMIC ,AMPLICON,Posterior fornix,241668,Urogenital tract,16,4,5331,1350,V13/V35,12
SRR048575.SRS048299,SRP002395,SRR048575,SRS048299,METAGENOMIC ,AMPLICON,Stool,241695,Gastrointestinal tract,1,1,9702,3486,V13/V35,46
SRR166979.SRS077096,SRP002860,SRR166979,SRS077096,METAGENOMIC ,AMPLICON,Buccal mucosa,241787,Oral,3,2,9083,5819,V13/V35,90
SRR050112.SRS063965,SRP002395,SRR050112,SRS063965,METAGENOMIC ,AMPLICON,Saliva,241876,Oral,6,2,15730,7253,V13/V35,154
SRR047134.SRS044569,SRP002395,SRR047134,SRS044569,METAGENOMIC ,AMPLICON,Anterior nares,241708,Airways,0,0,8013,5866,V13/V35,22
SRR328802.SRS064515,SRP002860,SRR328802,SRS064515,METAGENOMIC ,AMPLICON,Right Retroauricular crease,241730,Skin,14,3,5614,2492,V13/V35,58
SRR045768.SRS015530,SRP002395,SRR045768,SRS015530,METAGENOMIC ,AMPLICON,Subgingival plaque,241707,Oral,7,2,13859,10075,V13/V35,58
SRR047372.SRS015117,SRP002395,SRR047372,SRS015117,METAGENOMIC ,AMPLICON,Tongue dorsum,241850,Oral,10,2,8876,3890,V13/V35,71
